ppt_id,condition,p_correct,hn_enc,dwell_obj1_enc,dwell_table_enc,dwell_other_enc,t_first_array_enc,t_first_obj1_enc,hn_ret,dwell_obj1_ret,dwell_table_ret,dwell_other_ret,t_first_array_ret,t_first_obj1_ret,hn_diff,dwell_total_diff,dwell_obj1_diff,dwell_table_diff,dwell_other_diff,t_first_array_diff,t_first_obj1_diff,pupil_diam_centre_diff,pupil_diam_spread_diff,group,dwell_MO-SOs_ret,4MT
alloeye_41,StayRotate,0.8888888888888888,0.4335580591742795,0.1441269841269841,0.30574603174603177,0.039285714285714285,419.3333333333333,2123.428571428572,0.6095181640775931,0.16693650793650794,0.3058571428571429,0.06668253968253968,563.7777777777778,1190.375,0.1759601049033135,0.028079365079365082,0.022809523809523807,0.00011111111111111112,0.027396825396825395,144.44444444444446,-946.2857142857144,0.3277299722222223,-0.0306395138888888,Y,-0.23779365079365078,2545.7225047946813
alloeye_41,WalkRotate,0.8888888888888888,0.5939702423221955,0.1518095238095238,0.24726984126984128,0.06111111111111111,507.1111111111111,1610.7777777777778,0.5263625752513104,0.27976190476190477,0.22203174603174602,0.05223809523809524,462.0,2300.375,-0.0676076670708851,-0.1320952380952381,0.12795238095238096,-0.025238095238095237,-0.008873015873015875,-45.11111111111112,552.75,0.1585845555555554,-0.0555348611111112,Y,-0.058142857142857156,2120.9123328175733
alloeye_41,TeleportRotate,0.7777777777777778,0.5577966994609197,0.17580952380952383,0.16168253968253968,0.04088888888888889,270.6666666666667,1754.2222222222222,0.6527591471693206,0.1980793650793651,0.28295238095238096,0.07247619047619047,457.22222222222223,2155.222222222222,0.0949624477084007,0.09184126984126985,0.02226984126984127,0.12126984126984128,0.03158730158730159,186.55555555555557,401.0,0.2143766944444445,0.082985736111111,Y,-0.21106349206349204,2027.8091114021856
alloeye_13,StayStay,0.8888888888888888,0.4105553368815412,0.09866666666666667,0.1553174603174603,0.08295238095238094,422.1111111111111,3034.4,0.3451662398229015,0.2519047619047619,0.23965079365079367,0.09566666666666666,575.1111111111111,1864.142857142857,-0.0653890970586397,-0.05612698412698413,0.15323809523809526,0.08433333333333334,0.012714285714285714,153.0,-1151.75,0.1903720555555557,0.038386125,Y,0.00752380952380951,3459.0798803068633
alloeye_13,WalkStay,0.4444444444444444,0.4590930994127787,0.20549206349206348,0.167015873015873,0.10192063492063493,700.5555555555555,2042.375,0.5566335654349582,0.18941269841269842,0.29747619047619045,0.059476190476190474,415.6666666666667,1610.428571428571,0.0975404660221795,-0.043095238095238096,-0.01607936507936508,0.13046031746031744,-0.04244444444444444,-284.8888888888889,-655.3333333333334,0.2330406388888887,-0.0004308611111111,Y,-0.14817460317460318,2745.411520315641
alloeye_13,TeleportStay,0.4444444444444444,0.5271675218022045,0.14785714285714285,0.21142857142857144,0.0697936507936508,298.1111111111111,2820.25,0.3996474174433153,0.059730158730158724,0.42398412698412696,0.05036507936507936,386.77777777777777,2143.25,-0.1275201043588892,-0.13206349206349205,-0.08812698412698414,0.21255555555555555,-0.019428571428571427,88.66666666666667,-1136.0,0.1707259722222221,0.0367040138888888,Y,-0.1992063492063492,3120.69552922496
alloeye_13,StayRotate,0.6666666666666666,0.3784230914605058,0.0881904761904762,0.17522222222222222,0.08241269841269841,533.5555555555555,2650.833333333333,0.2964390164947013,0.047190476190476185,0.5260476190476191,0.053936507936507935,473.8888888888889,2746.0,-0.0819840749658043,0.09882539682539683,-0.041,0.3508253968253968,-0.028476190476190474,-59.66666666666666,1316.0,0.2863823333333334,0.1152875833333335,Y,-0.20442857142857143,3186.70341766351
alloeye_13,WalkRotate,0.5555555555555556,0.4076152286554711,0.09985714285714285,0.18501587301587302,0.14149206349206347,570.3333333333334,3325.5714285714284,0.3961103641086918,0.22003174603174602,0.30468253968253967,0.05793650793650793,541.6666666666666,1344.1666666666667,-0.0115048645467793,0.10953968253968255,0.12017460317460317,0.11966666666666666,-0.08355555555555556,-28.666666666666668,-1694.1666666666667,0.1361516111111113,-0.0817518611111113,Y,-0.11687301587301589,3898.2730589260977
alloeye_13,TeleportRotate,0.4444444444444444,0.3962916202784926,0.14095238095238094,0.09057142857142857,0.05107936507936508,367.6666666666667,2221.0,0.4334935788859356,0.09628571428571428,0.3987142857142857,0.04588888888888889,399.0,3747.8333333333335,0.0372019586074429,-0.17993650793650795,-0.04466666666666667,0.30814285714285716,-0.005190476190476191,31.33333333333333,968.2,0.1477487222222221,-0.0549761249999999,Y,-0.22241269841269842,2590.7643883737683
alloeye_19,StayStay,0.7777777777777778,0.6976457874387313,0.11506349206349206,0.2796984126984127,0.0566984126984127,222.22222222222223,1285.428571428571,0.7084782563826675,0.21728571428571428,0.2602857142857143,0.08636507936507937,347.1111111111111,1356.875,0.0108324689439361,0.05661904761904762,0.10222222222222221,-0.019412698412698413,0.02966666666666666,124.88888888888889,-206.0,0.0751769444444443,0.0129211944444442,O,-0.20785714285714285,1510.8500922977894
alloeye_19,WalkStay,0.7777777777777778,0.6908989782627931,0.18317460317460316,0.21242857142857144,0.05063492063492064,410.8888888888889,2102.75,0.790699327156895,0.19468253968253968,0.33009523809523805,0.038190476190476184,171.22222222222223,1612.0,0.0998003488941018,-0.041539682539682536,0.011507936507936509,0.11766666666666666,-0.012444444444444445,-239.66666666666663,-490.75,0.0890558888888888,-0.0107526249999999,O,-0.238,2516.907471321292
alloeye_19,TeleportStay,0.4444444444444444,0.698332388917032,0.15057142857142858,0.20812698412698413,0.05003174603174603,428.0,1815.6666666666667,0.8013993962768693,0.17522222222222222,0.27815873015873016,0.05088888888888889,277.55555555555554,1598.7777777777778,0.1030670073598373,0.07244444444444444,0.02465079365079365,0.07003174603174603,0.0008571428571428571,-150.44444444444446,-216.88888888888889,0.0749209722222221,-0.0140029166666668,O,-0.3040793650793651,2246.523842896305
alloeye_19,StayRotate,0.7777777777777778,0.6975326438767397,0.17669841269841272,0.3293333333333333,0.046952380952380954,384.0,1913.4444444444443,0.7476804259762541,0.2053968253968254,0.24106349206349204,0.09704761904761905,260.1111111111111,1240.3333333333333,0.0501477820995143,0.031746031746031744,0.0286984126984127,-0.08826984126984128,0.050095238095238095,-123.88888888888889,-673.1111111111111,0.121345111111111,-0.0326676805555554,O,-0.24004761904761907,2300.7639273555674
alloeye_19,WalkRotate,0.5555555555555556,0.6355726798704815,0.16776190476190475,0.2549206349206349,0.06266666666666668,396.1111111111111,1482.7777777777778,0.6694205590784904,0.1651904761904762,0.26671428571428574,0.07736507936507936,212.88888888888889,878.875,0.0338478792080089,0.021015873015873016,-0.0025714285714285713,0.011793650793650794,0.014698412698412698,-183.22222222222223,-640.375,0.095294111111111,-0.0125008749999999,O,-0.3298412698412698,1881.7440567310123
alloeye_19,TeleportRotate,0.6666666666666666,0.6493479018546336,0.14269841269841269,0.3106031746031746,0.06520634920634921,475.0,1816.5,0.6981932348255943,0.120015873015873,0.28504761904761905,0.09506349206349207,129.55555555555554,1877.75,0.0488453329709606,-0.03007936507936508,-0.022682539682539683,-0.025555555555555554,0.029857142857142856,-345.44444444444446,61.25,0.0663978611111111,-0.0040504722222221,O,-0.31080952380952387,2294.5328427239815
alloeye_29,StayStay,1.0,0.1495210774517288,0.1975873015873016,0.09111111111111111,0.03574603174603175,286.22222222222223,1539.375,0.4347977770397441,0.42015873015873023,0.15536507936507937,0.08504761904761905,271.3333333333333,1703.75,0.2852766995880152,-0.12828571428571428,0.22257142857142856,0.06425396825396826,0.0493015873015873,-14.88888888888889,164.375,0.3426877222222222,-0.0393949444444444,Y,0.12571428571428583,1828.1665569497295
alloeye_29,WalkStay,0.6666666666666666,0.1682974935720392,0.2133015873015873,0.11411111111111112,0.036476190476190475,293.22222222222223,1405.75,0.5405441058739537,0.2627777777777778,0.19615873015873014,0.048,353.22222222222223,1686.875,0.3722466123019144,-0.004063492063492063,0.04947619047619047,0.08204761904761905,0.011523809523809525,60.0,281.125,0.3889794166666669,-0.0011141111111112,Y,-0.24598412698412703,1701.2185558851604
alloeye_29,TeleportStay,0.8888888888888888,0.2443485412872634,0.21312698412698414,0.04988888888888889,0.022476190476190476,75.88888888888889,1987.3333333333333,0.5442156602434464,0.24347619047619046,0.15403174603174602,0.04653968253968254,311.0,2806.555555555556,0.2998671189561828,0.037507936507936504,0.030349206349206355,0.10414285714285715,0.024063492063492065,235.11111111111111,819.2222222222222,0.3636622222222224,-0.0478720416666668,Y,-0.33085714285714285,2065.6292149951814
alloeye_29,StayRotate,0.7777777777777778,0.218645863901525,0.23196825396825396,0.054857142857142854,0.02631746031746032,109.55555555555556,1906.0,0.4885099121014672,0.2037936507936508,0.17455555555555555,0.07512698412698413,409.3333333333333,2137.4444444444443,0.2698640481999423,0.015063492063492064,-0.028174603174603175,0.1196984126984127,0.04880952380952381,299.77777777777777,231.44444444444449,0.4632077222222224,-0.0413569027777777,Y,-0.34993650793650793,2017.8071081569553
alloeye_29,WalkRotate,1.0,0.1904094272976526,0.21915873015873016,0.09195238095238095,0.02988888888888889,261.0,1522.0,0.6312511854330956,0.3455555555555555,0.18146031746031746,0.03912698412698413,240.44444444444449,1242.0,0.4408417581354428,0.012587301587301588,0.1263968253968254,0.08950793650793651,0.009238095238095238,-20.55555555555556,-280.0,0.3567258888888887,-0.0254923611111109,Y,-0.10487301587301588,1785.7288034698736
alloeye_29,TeleportRotate,0.7777777777777778,0.2027235591302428,0.19944444444444445,0.1353968253968254,0.022634920634920636,71.66666666666667,1940.125,0.5154477222037891,0.319984126984127,0.19468253968253968,0.04387301587301587,213.66666666666663,1316.375,0.3127241630735463,0.013,0.12053968253968254,0.05928571428571429,0.021238095238095236,142.0,-623.75,0.3090862500000002,-0.0112385555555556,Y,-0.14720634920634926,2014.2036315987943
alloeye_30,StayStay,1.0,0.5532942795846333,0.16611111111111113,0.29687301587301596,0.06095238095238095,556.2222222222222,2053.222222222222,0.5215074759489435,0.17801587301587302,0.4244603174603174,0.04653968253968254,283.22222222222223,2578.5,-0.0317868036356896,-0.016619047619047617,0.011904761904761904,0.12758730158730158,-0.014412698412698412,-273.0,807.0,0.120798472222222,-0.0108460277777777,Y,-0.14092063492063495,2612.6921985809304
alloeye_30,WalkStay,0.3333333333333333,0.6233646866995124,0.15890476190476188,0.3372857142857143,0.059666666666666666,546.2222222222222,2043.5,0.5894870382553751,0.14055555555555554,0.4414761904761904,0.04377777777777778,373.22222222222223,2427.75,-0.0338776484441373,0.017968253968253967,-0.01834920634920635,0.1041904761904762,-0.015888888888888893,-173.0,384.25,0.3408062777777779,0.0266524444444446,Y,-0.2338730158730159,2592.4500739471773
alloeye_30,TeleportStay,0.6666666666666666,0.5943731045423748,0.178,0.1994126984126984,0.04720634920634921,491.55555555555554,2401.333333333333,0.7016440819541985,0.14742857142857144,0.4121587301587303,0.04987301587301587,299.1111111111111,1885.555555555556,0.1072709774118236,0.0023968253968253968,-0.030571428571428572,0.21274603174603174,0.002666666666666667,-192.44444444444449,-515.7777777777778,0.3583424999999998,-0.03711875,Y,-0.21896825396825398,2895.885652107131
